"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","의료유사업종별명","직원수","자격증소유자수","보조직원수","시설관리자수","기타직원수","병상수","욕실면적","총면적",
"2539","의료유사업","01_01_10_P","4180000","PHMB420114180029042400002","20110303","","01","영업/정상","13","영업중","","","","","033-263-7588","","200936","강원도 춘천시 석사동 768번지 3호 1층","강원도 춘천시 애막골길16번길 22-1 (석사동,1층)","","시원안마원","20161103102145","I","2018-08-31 23:59:59.0","안마원","265874.797579385","484768.239418179","안마원","3","","","","","3","","59.4",
"2540","의료유사업","01_01_10_P","4190000","PHMB420074190023042400001","20050214","","01","영업/정상","13","영업중","","","","","033-744-3242","","220935","강원도 원주시 단계동 845번지 3호 4층","강원도 원주시 장미공원길 25-5, 4층 (단계동)","26436","산안마시술소","20220323104447","U","2022-03-25 02:40:00.0","안마시술소","282571.595515859","427581.430664675","안마시술소","2","0","0","0","0","15","0","271",
"2541","의료유사업","01_01_10_P","4190000","PHMB420074190023042400005","20071106","","01","영업/정상","13","영업중","","","","","","","220903","강원도 원주시 중앙동 62번지 61호 중앙시장 라동 27호","강원도 원주시 중앙시장길 6 (중앙동,중앙시장 라동 27호)","26428","새아침안마원","20120105105142","I","2018-08-31 23:59:59.0","안마원","284057.698487928","427995.569463459","안마원","1","","","","","1","","9.9",
"2542","의료유사업","01_01_10_P","4190000","PHMB420074190023042400006","20071001","","01","영업/정상","13","영업중","","","","","033-742-5445","","220939","강원도 원주시 단계동 843번지 6호 5층","강원도 원주시 장미공원길 16 (단계동,5층)","","수안마시술소","20200528162802","U","2020-05-30 02:40:00.0","안마시술소","282635.746155262","427600.847930095","안마시술소","5","","","","","30","","750.8",
"2543","의료유사업","01_01_10_P","4190000","PHMB420024190023042400002","19970923","","01","영업/정상","13","영업중","","","","","033-731-5096","","","강원도 원주시 단계동 861번지 5호","강원도 원주시 장미공원길 47-1 (단계동)","26436","슈퍼맨안마시술소","20190716135719","U","2019-07-18 02:40:00.0","안마시술소","282347.945","427632.65","안마시술소","2","","","","","24","","717",
"2544","의료유사업","01_01_10_P","4190000","PHMB420084190023042400002","20080827","","01","영업/정상","13","영업중","","","","","","","220904","강원도 원주시 중앙동 56번지 44호 자유시장 지하 나-7호","강원도 원주시 중앙시장길 11 (중앙동,자유시장 지하 나-7호)","","명안마원","20120105105036","I","2018-08-31 23:59:59.0","안마원","284033.921552232","428036.658847502","안마원","1","","","","","1","","55",
"2545","의료유사업","01_01_10_P","4190000","PHMB420144190023042400004","20140916","","01","영업/정상","13","영업중","","","","","","","","강원도 원주시 명륜동 90번지 9호","강원도 원주시 남원로 659-2, 106호 (명륜동)","26441","평화안마원","20181203132244","U","2018-12-05 02:40:00.0","안마원","284450.721284251","427068.856594792","안마원","","","","","","","","34.4",
"2546","의료유사업","01_01_10_P","4190000","PHMB420104190023042400002","20101229","","01","영업/정상","13","영업중","","","","","033-743-7553","","","강원도 원주시 평원동 310-12","강원도 원주시 평원로 44, 1층 (평원동)","26430","권재혁전통안마원","20220406133925","U","2022-04-08 02:40:00.0","안마원","284288.256506169","427981.380519003","안마원","6","0","0","0","0","7","0","184",
"2547","의료유사업","01_01_10_P","4190000","PHMB419974190023042400001","19970923","","01","영업/정상","13","영업중","","","","","033-764-1211","","220940","강원도 원주시 단구동 158번지 4호","강원도 원주시 강변로 211-3 (단구동)","","에덴지압시술원","20141224142247","I","2018-08-31 23:59:59.0","안마원","285263.08093771","425417.286025492","안마원","1","","","","","1","","10.1",
"2548","의료유사업","01_01_10_P","4190000","PHMB419984190023042400001","19980619","","01","영업/정상","13","영업중","","","","","033-766-0090","","","강원도 원주시 명륜동 764번지 현대아파트 상가 101, 104호","강원도 원주시 한지공원길 94-34, 101, 104호 (명륜동, 현대아파트 상가)","26479","건강안마원","20160204114919","I","2018-08-31 23:59:59.0","안마원","283293.224844307","426322.024267602","안마원","","","","","","1","0","42.75",
"2549","의료유사업","01_01_10_P","4190000","PHMB420134190023042400003","20130930","","01","영업/정상","13","영업중","","","","","","","220945","강원도 원주시 명륜1동 26번지 남부시장 2층","강원도 원주시 치악로 1803 (명륜동)","26441","강남안마원","20181106110606","U","2018-11-08 02:35:56.0","안마원","284505.128476342","427202.926014401","안마원","0","","","","","","","55",
"2550","의료유사업","01_01_10_P","4190000","PHMB420144190023042400002","20140612","","01","영업/정상","13","영업중","","","","","033-731-9675","","","","강원도 원주시 금불4길 32 (단계동)","26423","베데스다 안마원","20170428114439","I","2018-08-31 23:59:59.0","안마원","282605.765681989","427920.007415424","안마원","1","","","","","6","","112.32",
"2551","의료유사업","01_01_10_P","4190000","PHMB420144190023042400005","20141031","","01","영업/정상","13","영업중","","","","","","","","강원도 원주시 단구동 1512-2 광장빌딩","강원도 원주시 서원대로 408, 광장빌딩 5층 505호 (단구동)","26484","더드림안마원","20211206161359","U","2021-12-08 02:40:00.0","안마원","284124.423574889","425753.203190806","안마원","2","0","0","0","0","2","0","109.98",
"2552","의료유사업","01_01_10_P","4190000","PHMB420144190023042400001","20140303","","01","영업/정상","13","영업중","","","","","033-900-7899","","220030","강원도 원주시 학성동 1061번지 5호 대성빌딩 112호","강원도 원주시 남산로 180, 1층 112호 (학성동, 대성빌딩)","26417","권성길서울안마원","20150708114957","I","2018-08-31 23:59:59.0","안마원","283291.73714663","428198.67238433","안마원","","","","","","","","50.28",
"2553","의료유사업","01_01_10_P","3590000","PHMB420163590019042400001","20161201","","01","영업/정상","13","영업중","","","","","","","","광주광역시 동구 소태동 772번지 1층","광주광역시 동구 의재로96번길 26-1, 1층 (소태동)","61496","구암보건안마센터","20210429105254","U","2021-05-01 02:40:00.0","안마원","194380.855411","181249.326836","안마원","1","","","","","","","27.22",
"2554","의료유사업","01_01_10_P","3060000","PHMB420183060034042400001","20180801","","01","영업/정상","13","영업중","","","","","02-496-9703","","","서울특별시 중랑구 상봉동 108번지 36호 성우빌딩 201호","서울특별시 중랑구 면목로85길 8, 성우빌딩 2층 201호 (상봉동)","02138","엄지지압안마원","20180808132356","I","2018-08-31 23:59:59.0","안마원","207503.673301881","454559.677132499","안마원","0","","","","","1","","108.24",
"2555","의료유사업","01_01_10_P","3600000","PHMB420183600020042400002","20180725","","01","영업/정상","13","영업중","","","","","","","","광주광역시 서구 금호동 797번지 평화빌딩","광주광역시 서구 풍금로 171, 평화빌딩 5층 (금호동)","62014","건강안마센터 효자손","20210819151536","U","2021-08-21 02:40:00.0","안마원","187097.098756","181336.631232","안마원","2","0","0","0","0","4","0","135",
"2556","의료유사업","01_01_10_P","3630000","PHMB420183630020042400002","20180725","","01","영업/정상","13","영업중","","","","","062-954-4040","","","","광주광역시 광산구 임방울대로 334, 노블메디컬센터 8층 (수완동)","62306","해든손 지압원","20180725180416","I","2018-08-31 23:59:59.0","안마원","183913.645852","187857.298704","안마원","1","","","","","3","","134.43",
"2557","의료유사업","01_01_10_P","5710000","PHMB420095710109042400001","20090223","","01","영업/정상","13","영업중","","","","","043-236-5544","","","충청북도 청주시 청원구 율량동 99번지 청주아트홀","충청북도 청주시 청원구 상리로8번길 4, 청주아트홀 3층 (율량동)","28310","충북보건안마센타","20210720141544","U","2021-07-22 02:40:00.0","안마원","245684.762552","351464.053211","안마원","4","0","0","0","0","9","0","116.34",
"2558","의료유사업","01_01_10_P","3550000","PHMB420173550020042400001","20170526","","01","영업/정상","13","영업중","","","","","","","","인천광역시 계양구 계산동 931번지 53호","인천광역시 계양구 하느재로5번길 5, 2층 203호 (계산동)","21039","김연서라파안마원","20170602091129","I","2018-08-31 23:59:59.0","안마원","175580.416499169","449113.306446302","안마원","1","","","","","","","42.71",
"2559","의료유사업","01_01_10_P","4680000","PHMB420064680066042400001","20060901","","01","영업/정상","13","영업중","","","","","063-843-9553","","570983","전라북도 익산시 인화동1가 186번지 10호","전라북도 익산시 인북로4길 21-1 (인화동1가)","54675","비너스안마시술소","20191213135643","U","2019-12-15 02:40:00.0","안마시술소","195604.437815","269995.03145","안마시술소","2","","","","","16","","750.88",
"2560","의료유사업","01_01_10_P","4680000","PHMB420054680066042400001","20051028","","01","영업/정상","13","영업중","","","","","","","570984","전라북도 익산시 인화동1가 171-8","전라북도 익산시 익산대로2길 29 (인화동1가)","54674","썬안마시술소","20211203132006","U","2021-12-05 02:40:00.0","안마시술소","195147.173567","270143.778032","안마시술소","2","0","0","0","0","22","0","815.09",
"2561","의료유사업","01_01_10_P","4680000","PHMB420104680066042400001","20100308","","01","영업/정상","13","영업중","","","","","063-854-0195","","570956","전라북도 익산시 남중동 352번지 52호","전라북도 익산시 선화로33길 60 (남중동)","54620","건강사랑안마사랑","20111212114857","I","2018-08-31 23:59:59.0","안마원","195908.742671","272282.720003","안마원","1","","","","","","0","53.12",
"2562","의료유사업","01_01_10_P","4680000","PHMB420114680066042400004","20111228","","01","영업/정상","13","영업중","","","","","","","","전라북도 익산시 신동 781번지 13호 삼우약국","전라북도 익산시 동서로5길 129, 삼우약국 (신동)","54646","두드림안마원","20171208111701","I","2018-08-31 23:59:59.0","안마원","196458.216327","273297.846466","안마원","1","","","","","0","0","99.56",
"2563","의료유사업","01_01_10_P","4680000","PHMB420144680066042400001","20140923","","01","영업/정상","13","영업중","","","","","063-832-9898","","","","전라북도 익산시 인북로24길 2 (남중동)","54595","장수안마원","20160630165730","I","2018-08-31 23:59:59.0","안마원","195868.95579","271219.533616","안마원","1","","","","","1","","82.7",
"2564","의료유사업","01_01_10_P","4680000","PHMB420164680066042400001","20160531","","01","영업/정상","13","영업중","","","","","","","","전라북도 익산시 신동 732번지 38호 피자캣","전라북도 익산시 신동로 12-1, 피자캣 1층 (신동)","54649","건강안마원","20190422085610","U","2019-04-24 02:40:00.0","안마원","195780.139888","273086.786786","안마원","1","","","","","1","","22.56",
"2565","의료유사업","01_01_10_P","4680000","PHMB420164680066042400002","20160713","","01","영업/정상","13","영업중","","","","","063-856-7979","","","","전라북도 익산시 목천로1길 24-25 (인화동1가)","54674","상상안마시술소","20220224142624","U","2022-02-26 02:40:00.0","안마시술소","195269.130951","270055.426745","안마시술소","2","0","0","0","0","33","0","825.3",
"2566","의료유사업","01_01_10_P","3550000","PHMB420073550020042400001","20070316","","01","영업/정상","13","영업중","","","","","545-8235","","","인천광역시 계양구 계산동 4번지 3호 동남빌딩 5층(바른자세안마원)","인천광역시 계양구 경명대로 1138, 동남빌딩 5층 (계산동)","21056","바른자세안마원","20200203100613","U","2020-02-05 02:40:00.0","안마원","176358.391769444","448983.655887908","안마원","2","","","","","","","60",
