번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),의료유사업종별명,종업원수,자격증소유자수,보조종업원수,시설관리자수,기타종업원수,병상수,욕실면적,총면적
2523,의료유사업,01_01_10_P,4180000,PHMB420094180029042400001,20090121,,1,영업/정상,13,영업중,,,,,033)251-9989,,,강원도 춘천시 칠전동 424번지,강원도 춘천시 옛경춘로 334 (칠전동),24459,황용진안마원,2.01912E+13,U,40:00.0,안마원,260896.301,482733.8099,안마원,1,,,,,1,,64
2524,의료유사업,01_01_10_P,4180000,PHMB419754180029042400002,19750501,,1,영업/정상,13,영업중,,,,,033-251-5588,,200949,강원도 춘천시 효자동 434번지 13호,강원도 춘천시 효자로 63 (효자동),24336,길인배 안마원,2.01611E+13,I,59:59.0,안마원,264192.4717,485462.3896,안마원,,,,,,1,,50
2525,의료유사업,01_01_10_P,4180000,PHMB419854180029042400001,19850507,,1,영업/정상,13,영업중,,,,,033)256-0303,,200931,강원도 춘천시 근화동 711번지 10호,강원도 춘천시 공지로 442-17 (근화동),,김영삼 시술소,2.01611E+13,I,59:59.0,안마원,263117.6344,485990.3647,안마원,,,,,,2,,35.43
2526,의료유사업,01_01_10_P,4180000,PHMB419944180029042400001,19940512,,1,영업/정상,13,영업중,,,,,033-255-1471,,200112,강원도 춘천시 소양로2가 174번지 5호,강원도 춘천시 소양로 174 (소양로2가),,호반 안마원,2.01611E+13,I,59:59.0,안마원,263711.5105,487578.4044,안마원,,,,,,1,,22.32
2527,의료유사업,01_01_10_P,4330000,PHMB420024330012042400001,20020627,,1,영업/정상,13,영업중,,,,,461-3208,,,,강원도 인제군 인제읍 비봉로 9-2,24635,한림침안마시술원,2.01507E+13,I,59:59.0,안마원,302933.1146,508223.5997,안마원,1,,,,,1,,87.61
2528,의료유사업,01_01_10_P,4330000,PHMB420064330012042400001,20060330,,1,영업/정상,13,영업중,,,,,461-2356,,,강원도 인제군 서화면 천도리 625-7,강원도 인제군 서화면 천도로 110,24603,동명침안마원,2.02106E+13,U,40:00.0,안마원,305786.2861,525021.6288,안마원,1,,,,,1,,33
2529,의료유사업,01_01_10_P,4180000,PHMB419954180029042400001,19950929,,1,영업/정상,13,영업중,,,,,033-257-3332,,200941,강원도 춘천시 조양동 43번지 5호,강원도 춘천시 시청길10번길 11 (조양동),,태림시술원,2.01611E+13,I,59:59.0,안마원,264091.9377,486581.1779,안마원,1,,,,,1,,91.2
2530,의료유사업,01_01_10_P,4180000,PHMB420024180029042400002,20020410,,1,영업/정상,13,영업중,,,,,033)242-7588,,,강원도 춘천시 소양로1가 94번지 5호,강원도 춘천시 번개시장길 5 (소양로1가),24247,승록안마원,2.01611E+13,I,59:59.0,안마원,263767.8719,487723.0025,안마원,1,,,,,1,,110.6
2531,의료유사업,01_01_10_P,4180000,PHMB420034180029042400001,20031212,,1,영업/정상,13,영업중,,20120330,20120930,,033)244-1235,,200941,강원도 춘천시 조양동 24번지 1호,강원도 춘천시 시청길 16-1 (조양동),24352,중앙안마시술소,2.02206E+13,U,40:00.0,안마시술소,264127,486655.0983,안마시술소,2,0,0,0,0,16,0,541.76
2532,의료유사업,01_01_10_P,4180000,PHMB420074180029042400001,20070426,,1,영업/정상,13,영업중,,,,,033-241-0325,,200938,강원도 춘천시 온의동 544번지,강원도 춘천시 춘주로92번길 19 (온의동),,정다운 안마원,2.01611E+13,I,59:59.0,안마원,263196.6729,484448.4576,안마원,,,,,,1,,23.31
2533,의료유사업,01_01_10_P,4180000,PHMB420074180029042400002,20070906,,1,영업/정상,13,영업중,,,,,033-264-1875,,200936,강원도 춘천시 석사동 698번지 7호,강원도 춘천시 효석로89번길 19 (석사동),,박기철 안마원,2.02112E+13,U,40:00.0,안마원,265104.7291,484444.2438,안마원,0,0,0,0,0,1,0,45.5
2534,의료유사업,01_01_10_P,4180000,PHMB420084180029042400001,20080324,,1,영업/정상,13,영업중,,,,,033)244-2999,,200959,강원도 춘천시 후평1동 684번지 19호,강원도 춘천시 성심로47번길 32 (후평동),,바오로안마원,2.00906E+13,I,59:59.0,안마원,265362.6746,486709.7093,안마원,1,,,,,,,35
2535,의료유사업,01_01_10_P,4180000,PHMB420114180029042400001,20110126,,1,영업/정상,13,영업중,,,,,242-5123,,200952,강원도 춘천시 효자동 164번지 4호 10통 3반,강원도 춘천시 효제길 34 (효자동),,함수영건강지킴이안마원,2.01101E+13,I,59:59.0,안마원,264760.8592,485650.1813,안마원,1,,,,,,,23
2536,의료유사업,01_01_10_P,4180000,PHMB420114180029042400002,20110303,,1,영업/정상,13,영업중,,,,,033-263-7588,,200936,강원도 춘천시 석사동 768번지 3호 1층,"강원도 춘천시 애막골길16번길 22-1 (석사동,1층)",,시원안마원,2.01611E+13,I,59:59.0,안마원,265874.7976,484768.2394,안마원,3,,,,,3,,59.4
2537,의료유사업,01_01_10_P,4190000,PHMB420074190023042400001,20050214,,1,영업/정상,13,영업중,,,,,033-744-3242,,220935,강원도 원주시 단계동 845번지 3호 4층,"강원도 원주시 장미공원길 25-5, 4층 (단계동)",26436,산안마시술소,2.02203E+13,U,40:00.0,안마시술소,282571.5955,427581.4307,안마시술소,2,0,0,0,0,15,0,271
2538,의료유사업,01_01_10_P,4190000,PHMB420074190023042400005,20071106,,1,영업/정상,13,영업중,,,,,,,220903,강원도 원주시 중앙동 62번지 61호 중앙시장 라동 27호,"강원도 원주시 중앙시장길 6 (중앙동,중앙시장 라동 27호)",26428,새아침안마원,2.01201E+13,I,59:59.0,안마원,284057.6985,427995.5695,안마원,1,,,,,1,,9.9
2539,의료유사업,01_01_10_P,4190000,PHMB420074190023042400006,20071001,,1,영업/정상,13,영업중,,,,,033-742-5445,,220939,강원도 원주시 단계동 843번지 6호 5층,"강원도 원주시 장미공원길 16 (단계동,5층)",,수안마시술소,2.02005E+13,U,40:00.0,안마시술소,282635.7462,427600.8479,안마시술소,5,,,,,30,,750.8
2540,의료유사업,01_01_10_P,4190000,PHMB420024190023042400002,19970923,,1,영업/정상,13,영업중,,,,,033-731-5096,,,강원도 원주시 단계동 861번지 5호,강원도 원주시 장미공원길 47-1 (단계동),26436,슈퍼맨안마시술소,2.01907E+13,U,40:00.0,안마시술소,282347.945,427632.65,안마시술소,2,,,,,24,,717
2541,의료유사업,01_01_10_P,4190000,PHMB420084190023042400002,20080827,,1,영업/정상,13,영업중,,,,,,,220904,강원도 원주시 중앙동 56번지 44호 자유시장 지하 나-7호,"강원도 원주시 중앙시장길 11 (중앙동,자유시장 지하 나-7호)",,명안마원,2.01201E+13,I,59:59.0,안마원,284033.9216,428036.6588,안마원,1,,,,,1,,55
2542,의료유사업,01_01_10_P,4190000,PHMB420144190023042400004,20140916,,1,영업/정상,13,영업중,,,,,,,,강원도 원주시 명륜동 90번지 9호,"강원도 원주시 남원로 659-2, 106호 (명륜동)",26441,평화안마원,2.01812E+13,U,40:00.0,안마원,284450.7213,427068.8566,안마원,,,,,,,,34.4
2543,의료유사업,01_01_10_P,4190000,PHMB420104190023042400002,20101229,,1,영업/정상,13,영업중,,,,,033-743-7553,,,강원도 원주시 평원동 310-12,"강원도 원주시 평원로 44, 1층 (평원동)",26430,권재혁전통안마원,2.02204E+13,U,40:00.0,안마원,284288.2565,427981.3805,안마원,6,0,0,0,0,7,0,184
2544,의료유사업,01_01_10_P,4190000,PHMB419974190023042400001,19970923,,1,영업/정상,13,영업중,,,,,033-764-1211,,220940,강원도 원주시 단구동 158번지 4호,강원도 원주시 강변로 211-3 (단구동),,에덴지압시술원,2.01412E+13,I,59:59.0,안마원,285263.0809,425417.286,안마원,1,,,,,1,,10.1
2545,의료유사업,01_01_10_P,4190000,PHMB419984190023042400001,19980619,,1,영업/정상,13,영업중,,,,,033-766-0090,,,"강원도 원주시 명륜동 764번지 현대아파트 상가 101, 104호","강원도 원주시 한지공원길 94-34, 101, 104호 (명륜동, 현대아파트 상가)",26479,건강안마원,2.01602E+13,I,59:59.0,안마원,283293.2248,426322.0243,안마원,,,,,,1,0,42.75
2546,의료유사업,01_01_10_P,4190000,PHMB420134190023042400003,20130930,,1,영업/정상,13,영업중,,,,,,,220945,강원도 원주시 명륜1동 26번지 남부시장 2층,강원도 원주시 치악로 1803 (명륜동),26441,강남안마원,2.01811E+13,U,35:56.0,안마원,284505.1285,427202.926,안마원,0,,,,,,,55
2547,의료유사업,01_01_10_P,4190000,PHMB420144190023042400002,20140612,,1,영업/정상,13,영업중,,,,,033-731-9675,,,,강원도 원주시 금불4길 32 (단계동),26423,베데스다 안마원,2.01704E+13,I,59:59.0,안마원,282605.7657,427920.0074,안마원,1,,,,,6,,112.32
2548,의료유사업,01_01_10_P,4190000,PHMB420144190023042400005,20141031,,1,영업/정상,13,영업중,,,,,,,,강원도 원주시 단구동 1512-2 광장빌딩,"강원도 원주시 서원대로 408, 광장빌딩 5층 505호 (단구동)",26484,더드림안마원,2.02112E+13,U,40:00.0,안마원,284124.4236,425753.2032,안마원,2,0,0,0,0,2,0,109.98
2549,의료유사업,01_01_10_P,4190000,PHMB420144190023042400001,20140303,,1,영업/정상,13,영업중,,,,,033-900-7899,,220030,강원도 원주시 학성동 1061번지 5호 대성빌딩 112호,"강원도 원주시 남산로 180, 1층 112호 (학성동, 대성빌딩)",26417,권성길서울안마원,2.01507E+13,I,59:59.0,안마원,283291.7371,428198.6724,안마원,,,,,,,,50.28
2550,의료유사업,01_01_10_P,3590000,PHMB420163590019042400001,20161201,,1,영업/정상,13,영업중,,,,,,,,광주광역시 동구 소태동 772번지 1층,"광주광역시 동구 의재로96번길 26-1, 1층 (소태동)",61496,구암보건안마센터,2.02104E+13,U,40:00.0,안마원,194380.8554,181249.3268,안마원,1,,,,,,,27.22
2551,의료유사업,01_01_10_P,3060000,PHMB420183060034042400001,20180801,,1,영업/정상,13,영업중,,,,,02-496-9703,,,서울특별시 중랑구 상봉동 108번지 36호 성우빌딩 201호,"서울특별시 중랑구 면목로85길 8, 성우빌딩 2층 201호 (상봉동)",2138,엄지지압안마원,2.01808E+13,I,59:59.0,안마원,207503.6733,454559.6771,안마원,0,,,,,1,,108.24
2552,의료유사업,01_01_10_P,3600000,PHMB420183600020042400002,20180725,,1,영업/정상,13,영업중,,,,,,,,광주광역시 서구 금호동 797번지 평화빌딩,"광주광역시 서구 풍금로 171, 평화빌딩 5층 (금호동)",62014,건강안마센터 효자손,2.02108E+13,U,40:00.0,안마원,187097.0988,181336.6312,안마원,2,0,0,0,0,4,0,135
2553,의료유사업,01_01_10_P,3630000,PHMB420183630020042400002,20180725,,1,영업/정상,13,영업중,,,,,062-954-4040,,,,"광주광역시 광산구 임방울대로 334, 노블메디컬센터 8층 (수완동)",62306,해든손 지압원,2.01807E+13,I,59:59.0,안마원,183913.6459,187857.2987,안마원,1,,,,,3,,134.43
2554,의료유사업,01_01_10_P,5710000,PHMB420095710109042400001,20090223,,1,영업/정상,13,영업중,,,,,043-236-5544,,,충청북도 청주시 청원구 율량동 99번지 청주아트홀,"충청북도 청주시 청원구 상리로8번길 4, 청주아트홀 3층 (율량동)",28310,충북보건안마센타,2.02107E+13,U,40:00.0,안마원,245684.7626,351464.0532,안마원,4,0,0,0,0,9,0,116.34
2555,의료유사업,01_01_10_P,3550000,PHMB420173550020042400001,20170526,,1,영업/정상,13,영업중,,,,,,,,인천광역시 계양구 계산동 931번지 53호,"인천광역시 계양구 하느재로5번길 5, 2층 203호 (계산동)",21039,김연서라파안마원,2.01706E+13,I,59:59.0,안마원,175580.4165,449113.3064,안마원,1,,,,,,,42.71
2556,의료유사업,01_01_10_P,4680000,PHMB420064680066042400001,20060901,,1,영업/정상,13,영업중,,,,,063-843-9553,,570983,전라북도 익산시 인화동1가 186번지 10호,전라북도 익산시 인북로4길 21-1 (인화동1가),54675,비너스안마시술소,2.01912E+13,U,40:00.0,안마시술소,195604.4378,269995.0315,안마시술소,2,,,,,16,,750.88
2557,의료유사업,01_01_10_P,4680000,PHMB420054680066042400001,20051028,,1,영업/정상,13,영업중,,,,,,,570984,전라북도 익산시 인화동1가 171-8,전라북도 익산시 익산대로2길 29 (인화동1가),54674,썬안마시술소,2.02112E+13,U,40:00.0,안마시술소,195147.1736,270143.778,안마시술소,2,0,0,0,0,22,0,815.09
2558,의료유사업,01_01_10_P,4680000,PHMB420104680066042400001,20100308,,1,영업/정상,13,영업중,,,,,063-854-0195,,570956,전라북도 익산시 남중동 352번지 52호,전라북도 익산시 선화로33길 60 (남중동),54620,건강사랑안마사랑,2.01112E+13,I,59:59.0,안마원,195908.7427,272282.72,안마원,1,,,,,,0,53.12
2559,의료유사업,01_01_10_P,4680000,PHMB420114680066042400004,20111228,,1,영업/정상,13,영업중,,,,,,,,전라북도 익산시 신동 781번지 13호 삼우약국,"전라북도 익산시 동서로5길 129, 삼우약국 (신동)",54646,두드림안마원,2.01712E+13,I,59:59.0,안마원,196458.2163,273297.8465,안마원,1,,,,,0,0,99.56
2560,의료유사업,01_01_10_P,4680000,PHMB420144680066042400001,20140923,,1,영업/정상,13,영업중,,,,,063-832-9898,,,,전라북도 익산시 인북로24길 2 (남중동),54595,장수안마원,2.01606E+13,I,59:59.0,안마원,195868.9558,271219.5336,안마원,1,,,,,1,,82.7
2561,의료유사업,01_01_10_P,4680000,PHMB420164680066042400001,20160531,,1,영업/정상,13,영업중,,,,,,,,전라북도 익산시 신동 732번지 38호 피자캣,"전라북도 익산시 신동로 12-1, 피자캣 1층 (신동)",54649,건강안마원,2.01904E+13,U,40:00.0,안마원,195780.1399,273086.7868,안마원,1,,,,,1,,22.56
2562,의료유사업,01_01_10_P,4680000,PHMB420164680066042400002,20160713,,1,영업/정상,13,영업중,,,,,063-856-7979,,,,전라북도 익산시 목천로1길 24-25 (인화동1가),54674,상상안마시술소,2.02202E+13,U,40:00.0,안마시술소,195269.131,270055.4267,안마시술소,2,0,0,0,0,33,0,825.3
2563,의료유사업,01_01_10_P,3550000,PHMB420073550020042400001,20070316,,1,영업/정상,13,영업중,,,,,545-8235,,,인천광역시 계양구 계산동 4번지 3호 동남빌딩 5층(바른자세안마원),"인천광역시 계양구 경명대로 1138, 동남빌딩 5층 (계산동)",21056,바른자세안마원,2.02002E+13,U,40:00.0,안마원,176358.3918,448983.6559,안마원,2,,,,,,,60
2564,의료유사업,01_01_10_P,3550000,PHMB420103550020042400001,20100203,,1,영업/정상,13,영업중,,,,,032-545-8577,,407813,인천광역시 계양구 계산4동 1082번지 6호 (8층),"인천광역시 계양구 도두리로 21 (계산동,(8층))",,몽 안마시술소,2.02102E+13,U,40:00.0,안마시술소,176659.4564,448026.5598,안마시술소,1,,,,,1,,482.92
2565,의료유사업,01_01_10_P,3550000,PHMB420123550020042400001,20120418,,1,영업/정상,13,영업중,,,,,032-554-1015,,407330,인천광역시 계양구 박촌동 102번지 4호 무진빌딩 5층층,"인천광역시 계양구 장제로995번길 7 (박촌동,무진빌딩 5층층)",,계양건강안마원,2.02011E+13,U,40:00.0,안마원,177360.8033,450216.6051,안마원,1,,,,,,,136.54
2566,의료유사업,01_01_10_P,3550000,PHMB420123550020042400002,20120727,,1,영업/정상,13,영업중,,,,,032-555-1522,,407310,인천광역시 계양구 용종동 210번지 3호   306호,인천광역시 계양구 계양문화로 86 (용종동),21065,라파안마원,2.01207E+13,I,59:59.0,안마원,176698.6144,448487.4135,안마원,1,,,,,,,75.9
2567,의료유사업,01_01_10_P,3420000,PHMB420203420023042400001,20200622,,1,영업/정상,13,영업중,,,,,053-754-8885,,,,"대구광역시 동구 송라로 86, 4층 (신천동)",41226,밝은세상안마원신천역점,2.02101E+13,U,40:00.0,안마원,346101.2683,265371.7813,안마원,1,,,,,,,154.77
2568,의료유사업,01_01_10_P,5330000,PHMB420205330023042400001,20200703,,1,영업/정상,13,영업중,,,,,055-642-2002,,,,경상남도 통영시 광도면 죽림2로 76-163,53016,바른몸약손안마원,2.02007E+13,I,23:17.0,안마원,329861.0426,154108.868,안마원,1,,,,,,,86.12
2569,의료유사업,01_01_10_P,3940000,PHMB420203940139042400002,20200722,,1,영업/정상,13,영업중,,,,,031-901-4789,,,경기도 고양시 일산동구 마두동 799-4 고양축협 마두지점,"경기도 고양시 일산동구 강석로 145, 고양축협 마두지점 2층 201호 (마두동)",10414,라파힐링케어안마원,2.02007E+13,I,23:15.0,안마원,180332.3263,461258.0791,안마원,,,,,,3,,86.29
2570,의료유사업,01_01_10_P,4050000,PHMB420204050149042400001,20200624,,1,영업/정상,13,영업중,,,,,031-264-7575,,,경기도 용인시 수지구 성복동 33번지 1호 골드프라자1 B314호,"경기도 용인시 수지구 성복2로 17, 골드프라자1 지3층 B314호 (성복동)",16860,용지압안마 힐링센터 안마원,2.02007E+13,I,23:24.0,안마원,207127.8095,423202.4889,안마원,1,,,,,2,,52.14
2571,의료유사업,01_01_10_P,3940000,PHMB420203940138042400001,20200625,,1,영업/정상,13,영업중,,,,,031-965-1888,,,경기도 고양시 덕양구 성사동 696 삼성홈타워오피스텔 상가 204호,"경기도 고양시 덕양구 호국로 798, 삼성홈타워오피스텔 상가 204호 (성사동)",10463,태양안마원,2.02006E+13,I,23:26.0,안마원,185566.7233,461650.0918,안마원,,,,,,,,47.88
2572,의료유사업,01_01_10_P,3820000,PHMB420203820050042400002,20200727,,1,영업/정상,13,영업중,,,,,,,,경기도 의정부시 용현동 554-7,"경기도 의정부시 충의로 62, 4층 (용현동)",11788,다나지압안마원,2.02011E+13,U,40:00.0,안마원,207634.5213,470570.4126,안마원,1,,,,,4,,60
2573,의료유사업,01_01_10_P,3300000,PHMB420203300024042400001,20200810,,1,영업/정상,13,영업중,,,,,,,,,"부산광역시 동래구 충렬사로 38, 2층 (안락동)",47754,토닥토닥안마원,2.02012E+13,U,40:00.0,안마원,390987.759,191257.6679,안마원,1,,,,,2,,80.76
2574,의료유사업,01_01_10_P,3630000,PHMB420203630020042400002,20200625,,1,영업/정상,13,영업중,,,,,971-9975,,,,"광주광역시 광산구 첨단강변로 95, 3층 302호 (쌍암동)",62279,건강지압안마원 손길,2.02006E+13,I,23:16.0,안마원,186493.317,190672.3857,안마원,1,,,,,3,,70
2575,의료유사업,01_01_10_P,3180000,PHMB420203180034042400001,20200724,,1,영업/정상,13,영업중,,,,,02-1544-3057,,,서울특별시 영등포구 여의도동 44-37 아일렉스타워,"서울특별시 영등포구 여의대방로 375, 아일렉스타워 4층 401, 402호 (여의도동)",7333,참손길지압안마원,2.02007E+13,I,23:22.0,안마원,193806.7108,446301.9106,안마원,1,0,0,0,0,6,0,157.96
